blockseq,cue,probe,resp,con,con_2.thisRepN,con_2.thisTrialN,con_2.thisN,con_2.thisIndex,block_2.thisRepN,block_2.thisTrialN,block_2.thisN,block_2.thisIndex,instr_text2.started,instr_text2.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.started,key_resp_9.stopped,polygon.started,polygon.stopped,duration,cue_text2.started,cue_text2.stopped,kp_text2.started,kp_text2.stopped,probe_text2.started,probe_text2.stopped,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,image_2.started,image_2.stopped,fd_text2.started,fd_text2.stopped,rest_text2.started,rest_text2.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,participant,name,baseline_rt,date,expName,psychopyVersion,frameRate
1st,B,Y,left,4,0,0,0,0,1,7,17,9,,,,,,,146.6755473,None,0.68,147.3592227,147.6582875,147.6423002,149.6432356,149.6432356,149.9424724,left,1,0.3722977,149.9424724,None,150.3596891,150.3596891,150.3596891,None,,,,,,,12,…Í“ªΩ‹,0.1379,2022_Aug_12_1858,Ω±…Õ∑¥¿°,2021.1.4,59.93418035
1st,A,X,right,1,0,0,0,0,1,8,18,0,,,,,,,151.3609057,None,0.631,151.9931456,152.2936718,152.2769925,154.2777134,154.2777134,154.5775394,right,1,0.0293423,154.5775394,None,154.6443849,None,154.6443849,None,,,,,,,12,…Í“ªΩ‹,0.1379,2022_Aug_12_1858,Ω±…Õ∑¥¿°,2021.1.4,59.93418035
1st,A,X,right,1,0,0,0,0,1,9,19,6,,,,,,,155.6448443,None,0.792,156.4461061,156.7453402,156.7287025,158.7297221,158.7297221,159.0305766,left,0,0.0741196,159.0305766,None,159.1463231,159.1463231,159.1463231,None,,,,,,,12,…Í“ªΩ‹,0.1379,2022_Aug_12_1858,Ω±…Õ∑¥¿°,2021.1.4,59.93418035
1st,A,X,right,1,0,0,0,0,2,0,20,2,,,,,,,160.1471343,None,0.59,160.7468047,161.047743,161.031336,163.0321753,163.0321753,163.3315962,right,1,0.0446365,163.3315962,None,163.4149536,None,163.4149536,None,,,,,,,12,…Í“ªΩ‹,0.1379,2022_Aug_12_1858,Ω±…Õ∑¥¿°,2021.1.4,59.93418035
1st,A,X,right,1,0,0,0,0,2,1,21,6,,,,,,,164.4158879,None,0.69,165.1162065,165.4329226,165.398537,167.400549,167.400549,167.7162293,right,1,0.1014862,167.6995294,None,167.8326984,None,167.8326984,None,,,,,,,12,…Í“ªΩ‹,0.1379,2022_Aug_12_1858,Ω±…Õ∑¥¿°,2021.1.4,59.93418035
1st,A,X,right,1,0,0,0,0,2,2,22,5,,,,,,,168.8333101,None,0.539,169.3833267,169.684473,169.6679173,171.6680687,171.6680687,171.968576,right,1,0.0657738,171.968576,None,172.067594,None,172.067594,None,,,,,,,12,…Í“ªΩ‹,0.1379,2022_Aug_12_1858,Ω±…Õ∑¥¿°,2021.1.4,59.93418035
1st,A,X,right,1,0,0,0,0,2,3,23,3,,,,,,,173.0685952,None,0.738,173.8184493,174.1186138,174.1027764,176.1035207,176.1035207,176.4038215,right,1,0.0638822,176.4038215,None,176.5036907,None,176.5036907,None,,,,,,,12,…Í“ªΩ‹,0.1379,2022_Aug_12_1858,Ω±…Õ∑¥¿°,2021.1.4,59.93418035
1st,A,X,right,1,0,0,0,0,2,4,24,0,,,,,,,177.503037,None,0.692,178.2043112,178.5044303,178.487913,180.4886613,180.4886613,180.7886786,right,1,0.054947,180.7886786,None,180.8882786,None,180.8882786,None,,,,,,,12,…Í“ªΩ‹,0.1379,2022_Aug_12_1858,Ω±…Õ∑¥¿°,2021.1.4,59.93418035
1st,A,Y,left,2,0,0,0,0,2,5,25,7,,,,,,,181.8889211,None,0.401,182.3049062,182.6059505,182.5893032,184.5901101,184.5901101,184.8892835,left,1,0.1799683,184.8892835,None,185.1065281,185.1065281,185.1065281,None,,,,,,,12,…Í“ªΩ‹,0.1379,2022_Aug_12_1858,Ω±…Õ∑¥¿°,2021.1.4,59.93418035
1st,A,X,right,1,0,0,0,0,2,6,26,6,,,,,,,186.1066059,None,0.711,186.8240345,187.1243752,187.1076769,189.109036,189.109036,189.408763,right,1,0.0624105,189.408763,None,189.5414595,None,189.5414595,None,,,,,,,12,…Í“ªΩ‹,0.1379,2022_Aug_12_1858,Ω±…Õ∑¥¿°,2021.1.4,59.93418035
1st,A,X,right,1,0,0,0,0,2,7,27,1,,,,,,,190.5440326,None,0.481,191.0271392,191.3269971,191.3103633,193.3116081,193.3116081,193.6117912,right,1,0.2433387,193.6117912,None,193.8925297,193.8925297,193.8925297,None,,,,,,,12,…Í“ªΩ‹,0.1379,2022_Aug_12_1858,Ω±…Õ∑¥¿°,2021.1.4,59.93418035
1st,A,X,right,1,0,0,0,0,2,8,28,1,,,,,,,194.8941908,None,0.51,195.4111884,195.7100022,195.6938777,197.6950747,197.6950747,197.9952237,right,1,0.1138241,197.9952237,None,198.1444197,None,198.1444197,None,,,,,,,12,…Í“ªΩ‹,0.1379,2022_Aug_12_1858,Ω±…Õ∑¥¿°,2021.1.4,59.93418035
1st,A,X,right,1,0,0,0,0,2,9,29,3,,,,,,,199.1456489,None,0.798,199.9452745,200.2460694,200.2295056,202.2298796,202.2298796,202.5291385,right,1,0.3793465,202.5291385,None,202.9466736,202.9466736,202.9466736,None,,,,,,,12,…Í“ªΩ‹,0.1379,2022_Aug_12_1858,Ω±…Õ∑¥¿°,2021.1.4,59.93418035
1st,A,X,right,1,0,0,0,0,3,0,30,1,,,,,,,203.9467193,None,0.734,204.6810224,204.980852,204.9641045,206.9648975,206.9648975,207.2654493,right,1,0.0493488,207.2654493,None,207.3478802,None,207.3478802,None,,,,,,,12,…Í“ªΩ‹,0.1379,2022_Aug_12_1858,Ω±…Õ∑¥¿°,2021.1.4,59.93418035
1st,A,X,right,1,0,0,0,0,3,1,31,3,,,,,,,208.3490961,None,0.61,208.9649149,209.2651927,209.2487326,211.2505117,211.2505117,211.5661275,right,1,0.0475665,211.5493422,None,211.6330602,None,211.6330602,None,,,,,,,12,…Í“ªΩ‹,0.1379,2022_Aug_12_1858,Ω±…Õ∑¥¿°,2021.1.4,59.93418035
1st,A,Y,left,2,0,0,0,0,3,2,32,7,,,,,,,212.6342169,None,0.506,213.1511539,213.4506625,213.4346828,215.4351733,215.4351733,215.7348507,left,1,0.1795162,215.7348507,None,215.9514221,215.9514221,215.9514221,None,,,,,,,12,…Í“ªΩ‹,0.1379,2022_Aug_12_1858,Ω±…Õ∑¥¿°,2021.1.4,59.93418035
1st,B,X,left,3,0,0,0,0,3,3,33,8,,,,,,,216.9524628,None,0.783,217.7353171,218.0365008,218.019563,220.0193689,220.0193689,220.320464,left,1,0.0063275,220.320464,None,220.3699815,None,220.3699815,None,,,,,,,12,…Í“ªΩ‹,0.1379,2022_Aug_12_1858,Ω±…Õ∑¥¿°,2021.1.4,59.93418035
1st,A,X,right,1,0,0,0,0,3,4,34,2,,,,,,,221.3698458,None,0.462,221.8377949,222.1377219,222.1213237,224.1212464,224.1212464,224.4215056,right,1,0.1037648,224.4215056,None,224.5709268,None,224.5709268,None,,,,,,,12,…Í“ªΩ‹,0.1379,2022_Aug_12_1858,Ω±…Õ∑¥¿°,2021.1.4,59.93418035
1st,B,Y,left,4,0,0,0,0,3,5,35,9,,,,,,,225.5723134,None,0.627,226.2048534,226.5060135,226.4893769,228.48972,228.48972,228.7896068,left,1,0.0475232,228.7896068,None,228.8556847,None,228.8556847,None,,,,,,,12,…Í“ªΩ‹,0.1379,2022_Aug_12_1858,Ω±…Õ∑¥¿°,2021.1.4,59.93418035
1st,A,X,right,1,0,0,0,0,3,6,36,0,,,,,,,229.8563013,None,0.44,230.3073496,230.6076541,230.5908554,232.5917233,232.5917233,232.8919548,right,1,0.0561894,232.8919548,None,233.0247891,None,233.0247891,None,,,,,,,12,…Í“ªΩ‹,0.1379,2022_Aug_12_1858,Ω±…Õ∑¥¿°,2021.1.4,59.93418035
1st,A,X,right,1,0,0,0,0,3,7,37,3,,,,,,,234.0256473,None,0.66,234.6920039,234.9923632,234.975126,236.9757197,236.9757197,237.2764009,right,1,0.7107913,237.2764009,None,238.0262506,238.0262506,238.0262506,None,,,,,,,12,…Í“ªΩ‹,0.1379,2022_Aug_12_1858,Ω±…Õ∑¥¿°,2021.1.4,59.93418035
1st,A,X,right,1,0,0,0,0,3,8,38,5,,,,,,,239.0277064,None,0.655,239.6933909,239.9946897,239.9778837,241.9786126,241.9786126,242.2942946,right,1,0.0822967,242.2776553,None,242.3943297,None,242.3943297,None,,,,,,,12,…Í“ªΩ‹,0.1379,2022_Aug_12_1858,Ω±…Õ∑¥¿°,2021.1.4,59.93418035
1st,B,X,left,3,0,0,0,0,3,9,39,8,,,,,,,243.3949738,None,0.463,243.8626429,244.1788668,244.144962,246.146856,246.146856,246.4638975,left,1,0.0789001,246.4459155,None,246.5626212,None,246.5626212,None,,,,,,,12,…Í“ªΩ‹,0.1379,2022_Aug_12_1858,Ω±…Õ∑¥¿°,2021.1.4,59.93418035
1st,A,X,right,1,0,0,0,0,4,0,40,6,,,,,,,247.5637575,None,0.469,248.0472316,248.3467356,248.3300472,250.3319184,250.3319184,250.6478396,right,1,0.0034744,250.6314566,None,250.7143357,None,250.7143357,None,,,,,,,12,…Í“ªΩ‹,0.1379,2022_Aug_12_1858,Ω±…Õ∑¥¿°,2021.1.4,59.93418035
1st,A,X,right,1,0,0,0,0,4,1,41,0,,,,,,,251.7156714,None,0.514,252.2325042,252.5326237,252.5159065,254.5167319,254.5167319,254.8170198,right,1,0.047587,254.8170198,None,254.9323673,None,254.9323673,None,,,,,,,12,…Í“ªΩ‹,0.1379,2022_Aug_12_1858,Ω±…Õ∑¥¿°,2021.1.4,59.93418035
1st,A,X,right,1,0,0,0,0,4,2,42,5,,,,,,,255.9331063,None,0.477,256.4175655,256.7167683,256.6999836,258.7016305,258.7016305,259.0019764,right,1,0.0978373,259.0019764,None,259.1347602,None,259.1347602,None,,,,,,,12,…Í“ªΩ‹,0.1379,2022_Aug_12_1858,Ω±…Õ∑¥¿°,2021.1.4,59.93418035
1st,B,Y,left,4,0,0,0,0,4,3,43,9,,,,,,,260.1355579,None,0.597,260.7346853,261.0349017,261.0196783,263.0188625,263.0188625,263.32026,left,1,0.4513984,263.32026,None,263.8027933,263.8027933,263.8027933,None,,,,,,,12,…Í“ªΩ‹,0.1379,2022_Aug_12_1858,Ω±…Õ∑¥¿°,2021.1.4,59.93418035
1st,B,Y,left,4,0,0,0,0,4,4,44,9,,,,,,,264.804134,None,0.436,265.2531187,265.5531823,265.5366173,267.537935,267.537935,267.8374309,left,1,0.1962517,267.8374309,None,268.071503,268.071503,268.071503,None,,,,,,,12,…Í“ªΩ‹,0.1379,2022_Aug_12_1858,Ω±…Õ∑¥¿°,2021.1.4,59.93418035
1st,A,X,right,1,0,0,0,0,4,5,45,4,,,,,,,269.0718336,None,0.646,269.7224987,270.0226139,270.0060726,272.0068922,272.0068922,272.3064362,right,1,0.0334671,272.3064362,None,272.3731444,None,272.3731444,None,,,,,,,12,…Í“ªΩ‹,0.1379,2022_Aug_12_1858,Ω±…Õ∑¥¿°,2021.1.4,59.93418035
1st,A,X,right,1,0,0,0,0,4,6,46,3,,,,,,,273.3738929,None,0.783,274.1579673,274.457627,274.4409375,276.4408949,276.4408949,276.7415806,left,0,0.5229552,276.7415806,None,277.3083015,277.3083015,277.3083015,None,,,,,,,12,…Í“ªΩ‹,0.1379,2022_Aug_12_1858,Ω±…Õ∑¥¿°,2021.1.4,59.93418035
1st,A,Y,left,2,0,0,0,0,4,7,47,7,,,,,,,278.3091089,None,0.444,278.7582407,279.0587687,279.0423574,281.0434701,281.0434701,281.3428353,left,1,0.3379297,281.3428353,None,281.7270784,281.7270784,281.7270784,None,,,,,,,12,…Í“ªΩ‹,0.1379,2022_Aug_12_1858,Ω±…Õ∑¥¿°,2021.1.4,59.93418035
1st,A,X,right,1,0,0,0,0,4,8,48,5,,,,,,,282.7274497,None,0.456,283.1943726,283.4944616,283.477873,285.4775537,285.4775537,285.7784808,right,1,0.048764,285.7784808,None,285.8609212,None,285.8609212,None,,,,,,,12,…Í“ªΩ‹,0.1379,2022_Aug_12_1858,Ω±…Õ∑¥¿°,2021.1.4,59.93418035
1st,A,X,right,1,0,0,0,0,4,9,49,0,,,,,,,286.862359,None,0.528,287.3949069,287.6955679,287.6793811,289.6801064,289.6801064,289.9795391,right,1,0.2887999,289.9795391,None,290.312937,290.312937,290.312937,None,,,,,,,12,…Í“ªΩ‹,0.1379,2022_Aug_12_1858,Ω±…Õ∑¥¿°,2021.1.4,59.93418035
1st,A,X,right,1,0,0,0,0,5,0,50,2,,,,,,,291.3140154,None,0.758,292.0805024,292.3811917,292.3635301,294.3651953,294.3651953,294.6646699,right,1,0.0711096,294.6646699,None,294.7660952,None,294.7660952,None,,,,,,,12,…Í“ªΩ‹,0.1379,2022_Aug_12_1858,Ω±…Õ∑¥¿°,2021.1.4,59.93418035
1st,B,Y,left,4,0,0,0,0,5,1,51,9,,,,,,,295.7674186,None,0.535,296.3176263,296.6176643,296.6005653,298.6157809,298.5990905,298.8992148,left,1,0.5913878,298.8992148,None,299.5331682,299.5331682,299.5331682,None,,,,,,,12,…Í“ªΩ‹,0.1379,2022_Aug_12_1858,Ω±…Õ∑¥¿°,2021.1.4,59.93418035
1st,A,X,right,1,0,0,0,0,5,2,52,4,,,,,,,300.5338223,None,0.483,301.0177306,301.3176496,301.301191,303.3013286,303.3013286,303.6009711,right,1,0.3462488,303.6009711,None,303.9844962,303.9844962,303.9844962,None,,,,,,,12,…Í“ªΩ‹,0.1379,2022_Aug_12_1858,Ω±…Õ∑¥¿°,2021.1.4,59.93418035
1st,B,Y,left,4,0,0,0,0,5,3,53,9,,,,,,,304.9848684,None,0.769,305.7689181,306.0696747,306.0530957,308.0529218,308.0529218,308.3528548,left,1,0.7792332,308.3528548,None,309.1700394,309.1700394,309.1700394,None,,,,,,,12,…Í“ªΩ‹,0.1379,2022_Aug_12_1858,Ω±…Õ∑¥¿°,2021.1.4,59.93418035
1st,B,X,left,3,0,0,0,0,5,4,54,8,,,,,,,310.1712889,None,0.478,310.6537367,310.9549721,310.9377699,312.938054,312.938054,313.2390668,left,1,0.3329094,313.2390668,None,313.6059366,313.6059366,313.6059366,None,,,,,,,12,…Í“ªΩ‹,0.1379,2022_Aug_12_1858,Ω±…Õ∑¥¿°,2021.1.4,59.93418035
1st,A,X,right,1,0,0,0,0,5,5,55,6,,,,,,,314.6064199,None,0.786,315.4056322,315.7066426,315.6900338,317.6908765,317.6908765,317.990412,right,1,0.1735706,317.990412,None,318.2068755,318.2068755,318.2068755,None,,,,,,,12,…Í“ªΩ‹,0.1379,2022_Aug_12_1858,Ω±…Õ∑¥¿°,2021.1.4,59.93418035
1st,A,X,right,1,0,0,0,0,5,6,56,5,,,,,,,319.2070536,None,0.501,319.7082823,320.0083055,319.9917899,321.9925913,321.9925913,322.29222,right,1,0.1834404,322.29222,None,322.4933876,322.4933876,322.4933876,None,,,,,,,12,…Í“ªΩ‹,0.1379,2022_Aug_12_1858,Ω±…Õ∑¥¿°,2021.1.4,59.93418035
1st,A,X,right,1,0,0,0,0,5,7,57,1,,,,,,,323.4945361,None,0.746,324.2445578,324.5445495,324.5279923,326.5288794,326.5288794,326.8287167,right,1,0.1510114,326.8287167,None,327.0099997,327.0099997,327.0099997,None,,,,,,,12,…Í“ªΩ‹,0.1379,2022_Aug_12_1858,Ω±…Õ∑¥¿°,2021.1.4,59.93418035
1st,A,X,right,1,0,0,0,0,5,8,58,2,,,,,,,328.0109514,None,0.54,328.5607194,328.8607046,328.8440584,330.8455442,330.8455442,331.1448346,right,1,0.0096977,331.1448346,None,331.1948718,None,331.1948718,None,,,,,,,12,…Í“ªΩ‹,0.1379,2022_Aug_12_1858,Ω±…Õ∑¥¿°,2021.1.4,59.93418035
1st,A,X,right,1,0,0,0,0,5,9,59,4,,,,,,,332.1962823,None,0.661,332.8629386,333.1633905,333.1469503,335.1474352,335.1474352,335.4468753,right,1,0.0741918,335.4468753,None,335.5634625,None,335.5634625,None,,,,,,,12,…Í“ªΩ‹,0.1379,2022_Aug_12_1858,Ω±…Õ∑¥¿°,2021.1.4,59.93418035
1st,A,Y,left,2,0,0,0,0,6,0,60,7,,,,,,,336.56459,None,0.777,337.3474819,337.6479969,337.6317708,339.6313545,339.6313545,339.9317926,left,1,0.3269689,339.9317926,None,340.2986096,340.2986096,340.2986096,None,,,,,,,12,…Í“ªΩ‹,0.1379,2022_Aug_12_1858,Ω±…Õ∑¥¿°,2021.1.4,59.93418035
1st,A,X,right,1,0,0,0,0,6,1,61,6,,,,,,,341.2997263,None,0.616,341.916831,342.2325147,342.1992083,344.2011178,344.2011178,344.5006228,right,1,0.0657991,344.5006228,None,344.6009688,None,344.6009688,None,,,,,,,12,…Í“ªΩ‹,0.1379,2022_Aug_12_1858,Ω±…Õ∑¥¿°,2021.1.4,59.93418035
1st,A,X,right,1,0,0,0,0,6,2,62,5,,,,,,,345.6003359,None,0.558,346.1683105,346.4685532,346.4516769,348.4516284,348.4516284,348.7521954,right,1,0.2393096,348.7521954,None,349.0352608,349.0352608,349.0352608,None,,,,,,,12,…Í“ªΩ‹,0.1379,2022_Aug_12_1858,Ω±…Õ∑¥¿°,2021.1.4,59.93418035
1st,A,X,right,1,0,0,0,0,6,3,63,1,,,,,,,350.0363693,None,0.403,350.4532424,350.7536349,350.7366944,352.7375115,352.7375115,353.0371659,right,1,0.0173583,353.0371659,None,353.0872941,None,353.0872941,None,,,,,,,12,…Í“ªΩ‹,0.1379,2022_Aug_12_1858,Ω±…Õ∑¥¿°,2021.1.4,59.93418035
1st,A,X,right,1,0,0,0,0,6,4,64,2,,,,,,,354.0880389,None,0.524,354.6206104,354.9213969,354.9045161,356.9048335,356.9048335,357.2050395,right,1,0.0331287,357.2050395,None,357.255805,None,357.255805,None,,,,,,,12,…Í“ªΩ‹,0.1379,2022_Aug_12_1858,Ω±…Õ∑¥¿°,2021.1.4,59.93418035
1st,A,X,right,1,0,0,0,0,6,5,65,0,,,,,,,358.2576644,None,0.755,359.0254386,359.3247574,359.307932,361.3086971,361.3086971,361.609457,right,1,0.0325591,361.609457,None,361.6731035,None,361.6731035,None,,,,,,,12,…Í“ªΩ‹,0.1379,2022_Aug_12_1858,Ω±…Õ∑¥¿°,2021.1.4,59.93418035
1st,A,X,right,1,0,0,0,0,6,6,66,5,,,,,,,362.6745927,None,0.732,363.4081553,363.7257832,363.6905325,365.6915012,365.6915012,365.9918903,right,1,0.0597184,365.9918903,None,366.0921136,None,366.0921136,None,,,,,,,12,…Í“ªΩ‹,0.1379,2022_Aug_12_1858,Ω±…Õ∑¥¿°,2021.1.4,59.93418035
1st,A,X,right,1,0,0,0,0,6,7,67,4,,,,,,,367.0930314,None,0.631,367.7265693,368.0263764,368.0091653,370.0107611,370.0107611,370.3111501,right,1,0.0970712,370.3111501,None,370.443626,None,370.443626,None,,,,,,,12,…Í“ªΩ‹,0.1379,2022_Aug_12_1858,Ω±…Õ∑¥¿°,2021.1.4,59.93418035
1st,A,X,right,1,0,0,0,0,6,8,68,1,,,,,,,371.4446345,None,0.495,371.9439135,372.2448957,372.228308,374.2280339,374.2280339,374.5279242,right,1,0.0817441,374.5279242,None,374.6448175,None,374.6448175,None,,,,,,,12,…Í“ªΩ‹,0.1379,2022_Aug_12_1858,Ω±…Õ∑¥¿°,2021.1.4,59.93418035
1st,A,X,right,1,0,0,0,0,6,9,69,3,,,,,,,375.645123,None,0.513,376.1633358,376.4791825,376.4454873,378.4472998,378.4472998,378.7469399,right,1,0.0694702,378.7469399,None,378.8640746,None,378.8640746,None,,,,,,,12,…Í“ªΩ‹,0.1379,2022_Aug_12_1858,Ω±…Õ∑¥¿°,2021.1.4,59.93418035
1st,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379.8634333,None,space,45.2667779,382.8479749,None,12,…Í“ªΩ‹,0.1379,2022_Aug_12_1858,Ω±…Õ∑¥¿°,2021.1.4,59.93418035
2nd,A,X,right,1,0,1,1,1,0,0,0,3,,,,,,,428.1663392,None,0.488,428.6680229,428.968438,428.9516526,430.9523108,430.9523108,431.251813,left,0,0.4696707,431.251813,None,431.7671419,431.7671419,431.7671419,None,,,,,,,12,…Í“ªΩ‹,0.1379,2022_Aug_12_1858,Ω±…Õ∑¥¿°,2021.1.4,59.93418035
